Model Type,Step Length,Neighborhood Size,Metric,n,median,q1,q3,p5,p95,iqr,tukey_outlier_rate
Stochastic Mixture NCA,25,6,Spatial Variance Diff,1500,0.31681278347969055,0.15563661977648732,0.5409627258777618,0.03397202529013153,0.9371676594018937,0.3853261061012745,0.023333333333333334
Stochastic Mixture NCA,25,7,KL Divergence,1500,0.0209465660154819,0.01146046351641415,0.03256434760987757,0.004396171867847345,0.05743335094302887,0.02110388409346342,0.034666666666666665
Stochastic Mixture NCA,25,7,Chi-Square,1500,0.0198511034250259,0.011163180228322675,0.029729655012488275,0.004357695206999745,0.05119279865175478,0.0185664747841656,0.028
Stochastic Mixture NCA,25,7,Categorical MMD,1500,0.5799999237060547,0.47055551409721375,0.7022222280502319,0.3466665744781494,0.8888888359069824,0.2316667139530182,0.006666666666666667
Stochastic Mixture NCA,25,7,Tumor Size Diff,1500,0.2449357807636261,0.1050906907767057,0.4435323774814605,0.0198596585541963,0.7746921539306639,0.33844168670475483,0.015333333333333332
Stochastic Mixture NCA,25,7,Border Size Diff,1500,0.2402562797069549,0.1101174652576446,0.3703950941562652,0.0200213566422462,0.5706086754798889,0.2602776288986206,0.005333333333333333
Stochastic Mixture NCA,25,7,Spatial Variance Diff,1500,0.32224123179912567,0.13479543104767794,0.5621874928474426,0.026196754444390458,0.8948511511087417,0.4273920617997647,0.008
Stochastic Mixture NCA,50,1,KL Divergence,1500,14.51256275177002,14.150870800018312,14.800645828247072,13.6967556476593,15.26679630279541,0.6497750282287598,0.006666666666666667
Stochastic Mixture NCA,50,1,Chi-Square,1500,1.544262707233429,1.4865788519382477,1.5911234617233276,1.4166069328784943,1.6709314823150634,0.10454460978507996,0.0033333333333333335
Stochastic Mixture NCA,50,1,Categorical MMD,1500,0.6222221851348877,0.4955555200576782,0.7605555355548859,0.335444438457489,0.967000031471252,0.26500001549720764,0.0033333333333333335
Stochastic Mixture NCA,50,1,Tumor Size Diff,1500,0.9267840385437012,0.7381172776222229,1.132828027009964,0.49963590055704116,1.4403216719627376,0.3947107493877411,0.0033333333333333335
Stochastic Mixture NCA,50,1,Border Size Diff,1500,0.7708222270011902,0.6406834125518799,0.9009610414505004,0.5100440651178361,1.0716430902481076,0.2602776288986205,0.006666666666666667
Stochastic Mixture NCA,50,1,Spatial Variance Diff,1500,0.9219776093959808,0.6837508231401443,1.1350281238555908,0.45995961129665375,1.516913348436355,0.45127730071544647,0.01
Stochastic Mixture NCA,50,2,KL Divergence,1500,0.1175306290388107,0.0811820216476917,0.16610757261514658,0.04761623162776228,0.2634110748767853,0.08492555096745488,0.03333333333333333
Stochastic Mixture NCA,50,2,Chi-Square,1500,0.092519536614418,0.06785246357321735,0.11777517572045325,0.04305361490696662,0.166564455628395,0.0499227121472359,0.013333333333333334
Stochastic Mixture NCA,50,2,Categorical MMD,1500,0.644444465637207,0.5288888216018677,0.7755554914474487,0.3931110918521881,0.9578888475894927,0.24666666984558105,0.0013333333333333333
Stochastic Mixture NCA,50,2,Tumor Size Diff,1500,0.5378657579421997,0.3309943079948425,0.7314974069595337,0.1390176117420196,1.0431285917758937,0.4005030989646912,0.006
Stochastic Mixture NCA,50,2,Border Size Diff,1500,0.2903096675872803,0.1401495039463043,0.4830152317881584,0.0300320349633693,0.7913441389799114,0.3428657278418541,0.010666666666666666
Stochastic Mixture NCA,50,2,Spatial Variance Diff,1500,0.27544036507606506,0.12269560247659679,0.46757199615240097,0.025211127754300757,0.830760860443115,0.3448763936758042,0.018666666666666668
Stochastic Mixture NCA,50,3,KL Divergence,1500,2.077970862388611,0.11991691961884499,4.342783212661743,0.01797844115644689,7.746933436393734,4.222866293042898,0.024
Stochastic Mixture NCA,50,3,Chi-Square,1500,0.2903544306755066,0.10865263454616063,0.41928757727146143,0.017507771309465125,0.7007144689559929,0.3106349427253008,0.034
Stochastic Mixture NCA,50,3,Categorical MMD,1500,0.7577776908874512,0.6044443845748901,0.8955554962158203,0.4044444561004638,1.1222221851348877,0.2911111116409302,0.0013333333333333333
Stochastic Mixture NCA,50,3,Tumor Size Diff,1500,0.7712167501449585,0.569310188293457,0.9996027946472168,0.3343042433261871,1.330928039550781,0.43029260635375977,0.007333333333333333
Stochastic Mixture NCA,50,3,Border Size Diff,1500,0.5906299948692322,0.4104378223419189,0.7708222270011902,0.1701815277338028,1.0411105155944824,0.3603844046592713,0.0033333333333333335
Stochastic Mixture NCA,50,3,Spatial Variance Diff,1500,0.543755054473877,0.27793077379465103,0.9245642870664598,0.07442211806774135,1.6613244771957396,0.6466335132718087,0.034
Stochastic Mixture NCA,50,4,KL Divergence,1500,0.07162106409668915,0.04212267976254217,0.1108291018754243,0.01734834071248762,0.20807499364018434,0.06870642211288214,0.04733333333333333
Stochastic Mixture NCA,50,4,Chi-Square,1500,0.057907013222575146,0.03689979668706653,0.08148690126836297,0.016134200058877432,0.12327766492962829,0.044587104581296444,0.012666666666666666
Stochastic Mixture NCA,50,4,Categorical MMD,1500,0.5344443917274475,0.4088888168334961,0.6688888072967529,0.268777722120285,0.8822221755981445,0.25999999046325684,0.006
Stochastic Mixture NCA,50,4,Tumor Size Diff,1500,0.4567721486091614,0.2780352234840393,0.6652985215187073,0.0860585197806358,0.9929829239845276,0.38726329803466797,0.009333333333333334
Stochastic Mixture NCA,50,4,Border Size Diff,1500,0.3003203570842743,0.1701815277338028,0.4304591715335846,0.0500533916056156,0.6306727528572083,0.2602776437997818,0.004666666666666667
Stochastic Mixture NCA,50,4,Spatial Variance Diff,1500,0.5218043029308319,0.3042850270867347,0.7545570731163025,0.09497211016714571,1.1046018779277802,0.4502720460295678,0.007333333333333333
Stochastic Mixture NCA,50,5,KL Divergence,1500,0.02773460187017915,0.018772925250232175,0.03864791523665187,0.0097805419005453,0.06048352252691974,0.019874989986419695,0.030666666666666665
Stochastic Mixture NCA,50,5,Chi-Square,1500,0.0274396380409598,0.01856428664177655,0.038139645941555424,0.009838056564331015,0.05942985117435453,0.019575359299778872,0.027333333333333334
Stochastic Mixture NCA,50,5,Categorical MMD,1500,0.5755555629730225,0.4533332586288452,0.6999999284744263,0.3177777528762817,0.8999999761581421,0.24666666984558105,0.006666666666666667
Stochastic Mixture NCA,50,5,Tumor Size Diff,1500,0.3674036860466003,0.1754269748926162,0.5833774656057358,0.0397193171083927,0.8936846256256104,0.4079504907131196,0.005333333333333333
Stochastic Mixture NCA,50,5,Border Size Diff,1500,0.2702883183956146,0.1401495039463043,0.4104378223419189,0.0300320349633693,0.6206620335578918,0.2702883183956146,0.004666666666666667
Stochastic Mixture NCA,50,5,Spatial Variance Diff,1500,0.41373446583747864,0.19743126258254048,0.6629909574985504,0.04526569116860627,0.9892675340175628,0.4655596949160099,0.004666666666666667
Stochastic Mixture NCA,50,6,KL Divergence,1500,2.146048903465271,0.5914293378591537,2.8547840118408203,0.2907028660178184,5.087870097160338,2.2633546739816666,0.006
Stochastic Mixture NCA,50,6,Chi-Square,1500,0.3383413106203079,0.2814249321818351,0.3849904015660286,0.19571267589926714,0.45813500583171834,0.10356546938419348,0.022
Stochastic Mixture NCA,50,6,Categorical MMD,1500,0.7499999403953552,0.6355555057525635,0.8822221755981445,0.4821110904216766,1.1023333191871643,0.24666666984558105,0.007333333333333333
Stochastic Mixture NCA,50,6,Tumor Size Diff,1500,0.483251690864563,0.2714153230190277,0.7182576060295105,0.0628889203071594,1.049251914024353,0.4468422830104828,0.006666666666666667
Stochastic Mixture NCA,50,6,Border Size Diff,1500,0.2202349305152893,0.1001067832112312,0.3603844046592712,0.0200213566422462,0.6211625695228572,0.26027762144804,0.022
Stochastic Mixture NCA,50,6,Spatial Variance Diff,1500,0.2775583863258362,0.13217984884977335,0.4921637400984764,0.02412955211475486,0.8518274873495101,0.35998389124870306,0.021333333333333333
Stochastic Mixture NCA,50,7,KL Divergence,1500,0.01981462910771365,0.011348070111125676,0.031859845854341956,0.00393908740952609,0.057957802526652724,0.02051177574321628,0.034
Stochastic Mixture NCA,50,7,Chi-Square,1500,0.0187802063301205,0.011029131244868026,0.029671079479157897,0.003902893105987415,0.0515500426292419,0.01864194823428987,0.03133333333333333
Stochastic Mixture NCA,50,7,Categorical MMD,1500,0.5933332443237305,0.4844443798065185,0.7111110687255859,0.3665555596351623,0.8933333158493042,0.22666668891906744,0.008666666666666666
Stochastic Mixture NCA,50,7,Tumor Size Diff,1500,0.2151463031768798,0.0992982909083366,0.4038130342960357,0.0198596585541963,0.7217330694198607,0.3045147433876991,0.02266666666666667
Stochastic Mixture NCA,50,7,Border Size Diff,1500,0.2102242410182953,0.0900961011648178,0.3403630554676056,0.0200213566422462,0.5305659770965576,0.2502669543027878,0.004666666666666667
Stochastic Mixture NCA,50,7,Spatial Variance Diff,1500,0.28553721308708185,0.1245971135795116,0.5207160711288452,0.021788562741130536,0.8529926180839538,0.39611895754933363,0.010666666666666666
Stochastic Mixture NCA,100,1,KL Divergence,1500,14.51256275177002,14.150870800018312,14.800645828247072,13.6967556476593,15.26679630279541,0.6497750282287598,0.006666666666666667
Stochastic Mixture NCA,100,1,Chi-Square,1500,1.544262707233429,1.4865788519382477,1.5911234617233276,1.4166069328784943,1.6709314823150634,0.10454460978507996,0.0033333333333333335
Stochastic Mixture NCA,100,1,Categorical MMD,1500,0.6222221851348877,0.4955555200576782,0.7605555355548859,0.335444438457489,0.967000031471252,0.26500001549720764,0.0033333333333333335
Stochastic Mixture NCA,100,1,Tumor Size Diff,1500,0.9267840385437012,0.7381172776222229,1.132828027009964,0.49963590055704116,1.4403216719627376,0.3947107493877411,0.0033333333333333335
Stochastic Mixture NCA,100,1,Border Size Diff,1500,0.7708222270011902,0.6406834125518799,0.9009610414505004,0.5100440651178361,1.0716430902481076,0.2602776288986205,0.006666666666666667
Stochastic Mixture NCA,100,1,Spatial Variance Diff,1500,0.9219776093959808,0.6837508231401443,1.1350281238555908,0.45995961129665375,1.516913348436355,0.45127730071544647,0.01
Stochastic Mixture NCA,100,2,KL Divergence,1500,0.11637618020176885,0.08249015174806117,0.16102579236030576,0.048743998818099474,0.25864245295524596,0.07853564061224459,0.03666666666666667
Stochastic Mixture NCA,100,2,Chi-Square,1500,0.09665571153163904,0.07098260894417756,0.12472506240010257,0.04453945644199843,0.1804896458983421,0.053742453455925016,0.018
Stochastic Mixture NCA,100,2,Categorical MMD,1500,0.662222146987915,0.551111102104187,0.7916666567325592,0.4154443681240082,0.9733333587646484,0.2405555546283722,0.0013333333333333333
Stochastic Mixture NCA,100,2,Tumor Size Diff,1500,0.4998013973236084,0.29044750332832336,0.6926055550575256,0.0959883481264114,1.0095325708389282,0.40215805172920227,0.008
Stochastic Mixture NCA,100,2,Border Size Diff,1500,0.5455819666385651,0.2903096675872803,0.7808328866958618,0.0500533916056156,1.1211960315704346,0.49052321910858154,0.002
Stochastic Mixture NCA,100,2,Spatial Variance Diff,1500,0.253984734416008,0.12552788108587265,0.4000178351998329,0.025218599848449156,0.7251083880662917,0.27448995411396027,0.027333333333333334
Stochastic Mixture NCA,100,3,KL Divergence,1500,2.54560124874115,1.7842714488506317,4.396246910095215,0.24075365662574763,5.957999753952023,2.611975461244583,0.030666666666666665
Stochastic Mixture NCA,100,3,Chi-Square,1500,0.3429597169160843,0.27828797698020935,0.4122741222381591,0.15983372777700416,0.5960044413805008,0.13398614525794977,0.05466666666666667
Stochastic Mixture NCA,100,3,Categorical MMD,1500,0.7788888812065125,0.6466666460037231,0.9177777767181396,0.4643332898616791,1.124777817726135,0.2711111307144165,0.002
Stochastic Mixture NCA,100,3,Tumor Size Diff,1500,0.7497020959854126,0.5196610689163208,0.9772606939077377,0.2416258454322815,1.3074275255203247,0.45759962499141693,0.0033333333333333335
Stochastic Mixture NCA,100,3,Border Size Diff,1500,0.40543247759342194,0.1902028918266296,0.6506940722465515,0.0400427132844924,0.9710357785224916,0.4604911804199219,0.0026666666666666666
Stochastic Mixture NCA,100,3,Spatial Variance Diff,1500,0.5575579404830933,0.24466134980320925,0.9582770764827727,0.05226506367325781,1.9835888624191278,0.7136157266795635,0.048
Stochastic Mixture NCA,100,4,KL Divergence,1500,0.0687699802219867,0.04043495655059805,0.1075020637363195,0.016096773929893886,0.20457692667841898,0.06706710718572145,0.04666666666666667
Stochastic Mixture NCA,100,4,Chi-Square,1500,0.05651678144931785,0.035683202557265675,0.07946215569972986,0.015364565467461906,0.1222029000520706,0.04377895314246419,0.015333333333333332
Stochastic Mixture NCA,100,4,Categorical MMD,1500,0.5366666316986084,0.4111111164093017,0.6688888072967529,0.2688888311386108,0.8801111042499541,0.2577776908874512,0.006
Stochastic Mixture NCA,100,4,Tumor Size Diff,1500,0.4567721486091614,0.2747252583503723,0.6652985215187073,0.08589302264153956,0.9898384571075438,0.39057326316833496,0.008666666666666666
Stochastic Mixture NCA,100,4,Border Size Diff,1500,0.3003203570842743,0.1701815277338028,0.4204484820365906,0.0500533916056156,0.6206620335578918,0.2502669543027878,0.008
Stochastic Mixture NCA,100,4,Spatial Variance Diff,1500,0.5190269947052002,0.29999028891324997,0.75352643430233,0.09190692603588103,1.1022567868232727,0.45353614538908005,0.007333333333333333
Stochastic Mixture NCA,100,5,KL Divergence,1500,0.02773460187017915,0.018772925250232175,0.03864791523665187,0.0097805419005453,0.06048352252691974,0.019874989986419695,0.030666666666666665
Stochastic Mixture NCA,100,5,Chi-Square,1500,0.0274396380409598,0.01856428664177655,0.038139645941555424,0.009838056564331015,0.05942985117435453,0.019575359299778872,0.027333333333333334
Stochastic Mixture NCA,100,5,Categorical MMD,1500,0.5755555629730225,0.4533332586288452,0.6999999284744263,0.3177777528762817,0.8999999761581421,0.24666666984558105,0.006666666666666667
Stochastic Mixture NCA,100,5,Tumor Size Diff,1500,0.3674036860466003,0.1754269748926162,0.5833774656057358,0.0397193171083927,0.8936846256256104,0.4079504907131196,0.005333333333333333
Stochastic Mixture NCA,100,5,Border Size Diff,1500,0.2702883183956146,0.1401495039463043,0.4104378223419189,0.0300320349633693,0.6206620335578918,0.2702883183956146,0.004666666666666667
Stochastic Mixture NCA,100,5,Spatial Variance Diff,1500,0.41373446583747864,0.19743126258254048,0.6629909574985504,0.04526569116860627,0.9892675340175628,0.4655596949160099,0.004666666666666667
Stochastic Mixture NCA,100,6,KL Divergence,1500,2.265995144844055,0.4750395789742469,4.33449387550354,0.23067254349589347,6.938743686676019,3.859454296529293,0.04533333333333334
Stochastic Mixture NCA,100,6,Chi-Square,1500,0.3378843814134598,0.2639917954802513,0.4150363951921463,0.16365309506654738,0.6922163665294643,0.151044599711895,0.054
Stochastic Mixture NCA,100,6,Categorical MMD,1500,0.7666666507720947,0.6333333253860474,0.9111111164093018,0.4509999692440033,1.1289999604225158,0.2777777910232544,0.004
Stochastic Mixture NCA,100,6,Tumor Size Diff,1500,0.6388189792633057,0.38643584400415415,0.9102343320846558,0.0695088058710098,1.227988839149475,0.5237984880805016,0.0013333333333333333
Stochastic Mixture NCA,100,6,Border Size Diff,1500,0.4104378223419189,0.1977108977735042,0.6406834125518799,0.0400427132844924,0.9710357785224916,0.4429725147783757,0.002
Stochastic Mixture NCA,100,6,Spatial Variance Diff,1500,0.503957986831665,0.272776797413826,0.805144876241684,0.05652814209461208,1.1994523525238037,0.532368078827858,0.006
Stochastic Mixture NCA,100,7,KL Divergence,1500,0.020817918702959952,0.012307165190577476,0.032740371301770155,0.004734091786667685,0.056675020232796657,0.02043320611119268,0.03133333333333333
Stochastic Mixture NCA,100,7,Chi-Square,1500,0.020151154138147748,0.0120511634740978,0.03111332282423965,0.00467340787872666,0.0516849333420395,0.01906215935014185,0.02666666666666667
Stochastic Mixture NCA,100,7,Categorical MMD,1500,0.6088888645172119,0.5044443607330322,0.7288888692855835,0.3821110665798187,0.908888816833496,0.22444450855255127,0.008
Stochastic Mixture NCA,100,7,Tumor Size Diff,1500,0.2085264027118683,0.0959883481264114,0.3707136213779449,0.0198596585541963,0.6820137828588484,0.2747252732515335,0.025333333333333333
Stochastic Mixture NCA,100,7,Border Size Diff,1500,0.1801922023296356,0.0900961011648178,0.3003203570842743,0.0200213566422462,0.500533938407898,0.21022425591945648,0.016
Stochastic Mixture NCA,100,7,Spatial Variance Diff,1500,0.26304443180561066,0.1136430092155933,0.48597458004951477,0.02310456316918129,0.8069371342658996,0.3723315708339215,0.011333333333333334
