Model Type,Neighborhood Size,Step Length,Evaluation,KL Divergence,Chi-Square,Categorical MMD,Tumor Size Diff,Border Size Diff,Spatial Variance Diff
Stochastic Mixture NCA,6,100,4,3.25236852136751,0.3862678196032842,0.7591777459780376,0.6674279402506849,0.45558597234388193,0.5643520749826955
Stochastic Mixture NCA,7,25,0,0.02467140394573405,0.022683141170612795,0.5904518163204193,0.2990864502219483,0.25770822994410986,0.3714241487874339
Stochastic Mixture NCA,7,25,1,0.023693627878868286,0.021882889726354382,0.5901999628543854,0.3003662963211536,0.25770823004345095,0.372830402957837
Stochastic Mixture NCA,7,25,2,0.024501823727041436,0.022421659970035108,0.5916073715686798,0.29673639227480936,0.25877603586763137,0.36932823839626505
Stochastic Mixture NCA,7,25,3,0.0249816625223805,0.022835483928987085,0.592162930170695,0.3015578751576443,0.2651495000720024,0.37434879984008146
Stochastic Mixture NCA,7,25,4,0.024130995087325524,0.022215885623979026,0.5894073712825775,0.2958206412646298,0.255939677208662,0.3685618443825903
Stochastic Mixture NCA,7,50,0,0.02391771315596993,0.022285139768306744,0.6031184828281403,0.27702016386513906,0.23007875769088662,0.34490615557801596
Stochastic Mixture NCA,7,50,1,0.023405958198321315,0.021848048061753264,0.6025184849898021,0.2759940818254835,0.23124667002509033,0.34542321602532555
Stochastic Mixture NCA,7,50,2,0.023721707887016188,0.021995602182190193,0.6052814503510793,0.275806519469091,0.2301121273512641,0.3424591348376513
Stochastic Mixture NCA,7,50,3,0.023701523972364715,0.021986573358687214,0.6066888574759165,0.275784452133812,0.23565136864781375,0.34398663723404754
Stochastic Mixture NCA,7,50,4,0.0230278858239762,0.02146487028609646,0.6021333026885987,0.2737653876592715,0.22367192263404523,0.3414925766525751
Stochastic Mixture NCA,7,100,0,0.024698263078462283,0.02337693551516466,0.6230073769887289,0.2615627308740901,0.21095836148907737,0.32158759303002926
Stochastic Mixture NCA,7,100,1,0.02409230662509794,0.022806755820444426,0.6212221872806549,0.2624343489296734,0.20628671180456876,0.32526307033588336
Stochastic Mixture NCA,7,100,2,0.024724720725789615,0.02322581552512318,0.625237003962199,0.25880444486780707,0.20795515860120453,0.31240077980716396
Stochastic Mixture NCA,7,100,3,0.02418454619434968,0.02277196397772054,0.623503669500351,0.2617833941771338,0.21522958457469935,0.32505881303455675
Stochastic Mixture NCA,7,100,4,0.023959988759209662,0.02267533407468965,0.6203629310925801,0.2562778548570349,0.19887881035606064,0.3192232424370013
