Model Type,Neighborhood Size,Step Length,Evaluation,Simulation,KL Divergence,Chi-Square,Categorical MMD,Tumor Size Diff,Border Size Diff,Spatial Variance Diff
Mixture NCA,2,25,0,96,2.559471368789673,0.18061327934265137,0.7777777910232544,0.8672050833702087,0.15016017854213715,0.622256338596344
Mixture NCA,2,25,0,97,0.07978752255439758,0.06626731902360916,0.6177777051925659,0.6222692728042603,0.12012813985347748,0.6561373472213745
Mixture NCA,2,25,0,98,0.12273615598678589,0.08432572335004807,0.5399999618530273,0.42036277055740356,0.11011746525764465,0.1991548389196396
Mixture NCA,2,25,0,99,0.0916031002998352,0.0705437883734703,0.5933332443237305,0.7050178647041321,0.19020289182662964,0.5204471349716187
Mixture NCA,2,25,0,100,0.10397602617740631,0.0798570066690445,0.6999999284744263,0.7480471134185791,0.18019220232963562,0.533117949962616
Mixture NCA,2,25,0,101,0.054956965148448944,0.0458906814455986,0.8399999141693115,0.8804448246955872,0.36038440465927124,0.877103865146637
Mixture NCA,2,25,0,102,0.09128931164741516,0.07276857644319534,0.5466666221618652,0.4534621834754944,0.18019220232963562,0.17521744966506958
Mixture NCA,2,25,0,103,0.1873244047164917,0.12247557193040848,0.5911110639572144,0.5825499892234802,0.16017085313796997,0.4020368158817291
Mixture NCA,2,25,0,104,0.09476199001073837,0.07261189073324203,0.81333327293396,0.9532635807991028,0.33035239577293396,0.6796554327011108
Mixture NCA,2,25,0,105,0.18862643837928772,0.1258191019296646,0.746666669845581,0.6884681582450867,0.250266969203949,0.603808581829071
Mixture NCA,2,25,0,106,0.12629473209381104,0.08409164845943451,0.6511111259460449,0.6454389095306396,0.050053391605615616,0.4050363302230835
Mixture NCA,2,25,0,107,0.22554606199264526,0.14145301282405853,1.0844444036483765,1.3305970430374146,0.4404698610305786,1.1801737546920776
Mixture NCA,2,25,0,108,0.12317198514938354,0.09219001978635788,0.508888840675354,0.36409372091293335,0.07007475197315216,0.10758330672979355
